"伝票日付","（借）科目ｺｰﾄﾞ","（借）科目名","（借）補助ｺｰﾄﾞ","（借）補助名","（借）金額","（借）税込区分","（借）消費税ｺｰﾄﾞ","（借）消費税率","（貸）科目ｺｰﾄﾞ","（貸）科目名","（貸）補助ｺｰﾄﾞ","（貸）補助名","（貸）金額","（貸）税込区分","（貸）消費税ｺｰﾄﾞ","（貸）消費税率","摘要"
2022/01/14,6231,"雑費",,"",6000,0,40,0,1111,"現金",,"",6000,0,,,"広島市中食品衛生協会　会費（6年）"
2022/01/17,1113,"普通預金",1,"もみじ銀行",86686,0,,,1122,"売掛金",1,"カード",86686,0,,,"リクルートペイメント　入金"
2022/01/17,6231,"雑費",,"",2954,0,30,0,1122,"売掛金",1,"カード",2954,0,,,"リクルートペイメント　保証料"
2022/01/18,6219,"水道光熱費",,"",22978,1,10,4,1113,"普通預金",1,"もみじ銀行",22978,0,,,"広島ガス　ガス代 1月分"
2022/01/18,9411,"事業主貸",,"",70000,0,,,1113,"普通預金",1,"もみじ銀行",70000,0,,,"小規模共済"
2022/01/18,1113,"普通預金",1,"もみじ銀行",7000,0,,,1111,"現金",,"",7000,0,,,"1/14　売上"
2022/01/19,1111,"現金",,"",20000,0,,,1113,"普通預金",1,"もみじ銀行",20000,0,,,"引出し"
2022/01/19,9411,"事業主貸",,"",20000,0,,,1113,"普通預金",1,"もみじ銀行",20000,0,,,"生活費"
2022/01/19,6225,"消耗品費",,"",1045,1,10,4,1111,"現金",,"",1045,0,,,"ヤマダ電機　消耗品"
2022/01/19,6225,"消耗品費",,"",9328,1,10,4,1111,"現金",,"",9328,0,,,"DCMダイキ　消耗品"
2022/01/19,6225,"消耗品費",,"",1227,1,10,4,1111,"現金",,"",1227,0,,,"テンポスバスターズ　消耗品代"
2022/01/20,6231,"雑費",,"",10192,1,10,4,1113,"普通預金",1,"もみじ銀行",10192,0,,,"サニクリーン　ユニフォーム代"
2022/01/20,6231,"雑費",,"",12606,1,10,4,1113,"普通預金",1,"もみじ銀行",12606,0,,,"サニクリーン　マット代等"
2022/01/21,1113,"普通預金",1,"もみじ銀行",156000,0,,,1122,"売掛金",2,"Go To Eat",156000,0,,,"Go　To　Eat　入金"
2022/01/24,9411,"事業主貸",,"",21941,0,,,1113,"普通預金",1,"もみじ銀行",21941,0,,,"大同生命　保険料"
2022/01/24,6219,"水道光熱費",,"",48906,1,10,4,1113,"普通預金",1,"もみじ銀行",48906,0,,,"フォーバル電気　電気代"
2022/01/25,1113,"普通預金",1,"もみじ銀行",7000,0,,,1122,"売掛金",0,"諸口",7000,0,,,"リクルートポイントプレゼント　入金"
2022/01/25,1113,"普通預金",1,"もみじ銀行",8000,0,,,1111,"現金",,"",8000,0,,,"1/19　売上（400円不足）"
2022/01/25,1113,"普通預金",2,"県信",100000,0,,,1113,"普通預金",1,"もみじ銀行",100000,0,,,"口座振替"
2022/01/25,9411,"事業主貸",,"",260000,0,,,1113,"普通預金",1,"もみじ銀行",260000,0,,,"生活費"
2022/01/25,2212,"長期借入金",3,"広信900万",83500,0,,,1113,"普通預金",3,"広島信用金庫",83500,0,,,"広島信用金庫　借入金返済"
2022/01/25,7511,"支払利息",3,"広信@83,500",8917,0,30,0,1113,"普通預金",3,"広島信用金庫",8917,0,,,"広島信用金庫　支払利息"
2022/01/26,9411,"事業主貸",,"",525,0,,,1113,"普通預金",1,"もみじ銀行",525,0,,,"ソフトバンクモバイル（個人分）"
2022/01/26,6218,"通信費",,"",6510,1,10,4,1113,"普通預金",1,"もみじ銀行",6510,0,,,"スカパー　視聴料"
2022/01/26,9411,"事業主貸",,"",6897,0,,,1113,"普通預金",1,"もみじ銀行",6897,0,,,"ソフトバンクモバイル（個人分）"
2022/01/26,6224,"損害保険料",,"",6890,0,30,0,1113,"普通預金",2,"県信",6890,0,,,"三井住友海上火災保険　保険料"
2022/01/26,9411,"事業主貸",,"",21360,0,,,1113,"普通預金",2,"県信",21360,0,,,"三井住友海上火災保険　保険料（車）"
2022/01/26,9411,"事業主貸",,"",50200,0,,,1113,"普通預金",2,"県信",50200,0,,,"りそな決済（家賃）"
2022/01/27,6219,"水道光熱費",,"",3112,1,10,4,1113,"普通預金",1,"もみじ銀行",3112,0,,,"ハルエネ　電気代"
2022/01/27,6218,"通信費",,"",5368,1,10,4,1113,"普通預金",1,"もみじ銀行",5368,0,,,"ソフトバンク　電話代"
2022/01/27,6113,"広告宣伝費",,"",11500,1,10,3,1113,"普通預金",1,"もみじ銀行",11500,0,,,"タイヘイ　HP（2019.6～）"
2022/01/27,6113,"広告宣伝費",,"",16300,1,10,3,1113,"普通預金",1,"もみじ銀行",16300,0,,,"ジャックス　HP（写真代"
2022/01/27,6113,"広告宣伝費",,"",17800,1,10,4,1113,"普通預金",1,"もみじ銀行",17800,0,,,"APアプラス　HP代"
2022/01/27,6228,"リース料",,"",23976,1,10,3,1113,"普通預金",1,"もみじ銀行",23976,0,,,"NS　三菱HBL　リース料"
2022/01/27,6231,"雑費",,"",19800,1,10,4,1113,"普通預金",1,"もみじ銀行",19800,0,,,"長谷川会計　顧問料"
2022/01/27,6225,"消耗品費",,"",7260,1,10,4,1113,"普通預金",1,"もみじ銀行",7260,0,,,"長谷川会計　事務用品"
2022/01/31,2212,"長期借入金",2,"公庫210万",26000,0,,,1113,"普通預金",1,"もみじ銀行",26000,0,,,"日本政策金融公庫　借入金返済"
2022/01/31,7511,"支払利息",2,"公庫@26,000",741,0,30,0,1113,"普通預金",1,"もみじ銀行",741,0,,,"日本政策金融公庫　支払利息"
2022/01/31,2212,"長期借入金",1,"公庫290万",36000,0,,,1113,"普通預金",1,"もみじ銀行",36000,0,,,"日本政策金融公庫　借入金返済"
2022/01/31,7511,"支払利息",1,"公庫@36,000",1026,0,30,0,1113,"普通預金",1,"もみじ銀行",1026,0,,,"日本政策金融公庫　支払利息"
2022/01/31,1113,"普通預金",1,"もみじ銀行",400,0,,,1111,"現金",,"",400,0,,,"1/19　売上（400円不足）"
2022/01/31,1111,"現金",,"",315000,0,,,1113,"普通預金",1,"もみじ銀行",315000,0,,,"引出し"
2022/01/31,6215,"地代家賃",,"",308000,1,10,4,1111,"現金",,"",308000,0,,,"名艸慶二　店舗家賃"
2022/01/31,6231,"雑費",,"",4500,1,10,4,1111,"現金",,"",4500,0,,,"名艸慶二　ゴミ処理代"
2022/01/31,6231,"雑費",,"",220,1,10,4,1111,"現金",,"",220,0,,,"広信　振込手数料"
2022/01/31,6111,"給料賃金",,"",69320,0,40,0,2115,"未払費用",,"",69320,0,,,"従業員給与"
2022/01/31,5111,"期首棚卸高",,"",145040,0,40,0,5311,"期末棚卸高",,"",145040,0,40,0,"棚振替"
2022/01/31,6214,"減価償却費",,"",6800,0,40,0,1225,"減価償却累計額",,"",6800,0,,,"当月概算計上"
2022/01/31,5211,"商品仕入高",,"",71865,1,10,5,2112,"買掛金",,"",71865,0,,,"買掛金計上/㈱優侑ミート"
2022/01/31,5211,"商品仕入高",,"",10137,1,10,5,2112,"買掛金",,"",10137,0,,,"買掛金計上/住田㈱"
2022/01/31,5211,"商品仕入高",,"",3696,1,10,4,2112,"買掛金",,"",3696,0,,,"買掛金計上/住田㈱"
2022/01/31,6221,"租税公課",,"",0,0,40,0,2125,"未払消費税",,"",0,0,,,"消費税概算計上"
2022/02/02,1113,"普通預金",1,"もみじ銀行",2280,0,,,1111,"現金",,"",2280,0,,,"1/31"
2022/02/03,6228,"リース料",,"",8100,1,10,3,1113,"普通預金",1,"もみじ銀行",8100,0,,,"SMTパナ　冷蔵庫リース"
2022/02/08,1113,"普通預金",1,"もみじ銀行",280000,0,,,7118,"雑収入",,"",280000,0,40,0,"広島支援金センター　入金"
2022/02/08,1111,"現金",,"",70000,0,,,1113,"普通預金",1,"もみじ銀行",70000,0,,,"引出し"
2022/02/09,2115,"未払費用",,"",69320,0,,,1111,"現金",,"",69320,0,,,"従業員給与"
2022/02/10,1113,"普通預金",1,"もみじ銀行",680,0,,,1111,"現金",,"",680,0,,,"2/9"
2022/02/10,9411,"事業主貸",,"",150000,0,,,1113,"普通預金",1,"もみじ銀行",150000,0,,,"生活費"
2022/02/14,6219,"水道光熱費",,"",4773,1,10,4,1113,"普通預金",1,"もみじ銀行",4773,0,,,"広島ガス　ガス代 2月分"
2022/02/14,6117,"サービス費",,"",2449,1,10,4,1113,"普通預金",2,"県信",2449,0,,,"USEN　聴講料（ヒトサラ）"
2022/02/17,1111,"現金",,"",100000,0,,,1113,"普通預金",1,"もみじ銀行",100000,0,,,"引出し"
2022/02/17,9411,"事業主貸",,"",30000,0,,,1113,"普通預金",1,"もみじ銀行",30000,0,,,"生活費"
2022/02/17,6218,"通信費",,"",900,1,10,4,1111,"現金",,"",900,0,,,"2/10　日本郵便㈱　郵便代"
2022/02/17,6225,"消耗品費",,"",600,1,10,4,1111,"現金",,"",600,0,,,"2/10　セブンイレブン　コピー代"
2022/02/17,6218,"通信費",,"",2699,1,10,4,1111,"現金",,"",2699,0,,,"ソフトバンク　Wi-Fi 2022.1"
2022/02/17,5211,"商品仕入高",,"",741,1,10,5,1111,"現金",,"",741,0,,,"フジグラン　仕入"
2022/02/17,2112,"買掛金",,"",71865,0,,,1111,"現金",,"",71865,0,,,"買掛金支払/㈱優侑ミート"
2022/02/17,2112,"買掛金",,"",13833,0,,,1111,"現金",,"",13833,0,,,"買掛金支払/住田㈱"
2022/02/18,9411,"事業主貸",,"",70000,0,,,1113,"普通預金",1,"もみじ銀行",70000,0,,,"小規模共済"
2022/02/20,1113,"普通預金",3,"広島信用金庫",16,0,,,9311,"事業主借",,"",16,0,,,"広島信用金庫　受取利息"
2022/02/21,1113,"普通預金",1,"もみじ銀行",6,0,,,9311,"事業主借",,"",6,0,,,"もみじ銀行　受取利息"
2022/02/21,6231,"雑費",,"",2013,1,10,4,1113,"普通預金",1,"もみじ銀行",2013,0,,,"サニクリーン　ユニフォーム代"
2022/02/21,6231,"雑費",,"",11363,1,10,4,1113,"普通預金",1,"もみじ銀行",11363,0,,,"サニクリーン　マット代等"
2022/02/21,1113,"普通預金",1,"もみじ銀行",9362,0,,,1111,"現金",,"",9362,0,,,"2/17"
2022/02/21,1111,"現金",,"",30000,0,,,1113,"普通預金",1,"もみじ銀行",30000,0,,,"引出し"
2022/02/21,1111,"現金",,"",8000,0,,,4111,"売上高",,"",8000,1,10,4,"現金売上"
2022/02/21,5211,"商品仕入高",,"",2615,1,10,5,1111,"現金",,"",2615,0,,,"2/20  フジグラン　仕入"
2022/02/21,5211,"商品仕入高",,"",2621,1,10,5,1111,"現金",,"",2621,0,,,"2/18  フジグラン　仕入"
2022/02/21,5211,"商品仕入高",,"",3079,1,10,5,1111,"現金",,"",3079,0,,,"2/18  プロマート　仕入"
2022/02/21,6225,"消耗品費",,"",1070,1,10,4,1111,"現金",,"",1070,0,,,"セブンイレブン　消耗品"
2022/02/21,5211,"商品仕入高",,"",5524,1,10,5,1111,"現金",,"",5524,0,,,"豊島水産　仕入"
2022/02/21,6225,"消耗品費",,"",1078,1,10,4,1111,"現金",,"",1078,0,,,"フジグラン　消耗品"
2022/02/21,5211,"商品仕入高",,"",1985,1,10,5,1111,"現金",,"",1985,0,,,"フジグラン　仕入"
2022/02/21,5211,"商品仕入高",,"",940,1,10,4,1111,"現金",,"",940,0,,,"リカーマウンテン　仕入"
2022/02/21,1122,"売掛金",1,"カード",20000,0,,,4111,"売上高",,"",20000,1,10,4,"カード売上/"
2022/02/21,1122,"売掛金",1,"カード",20000,0,,,4111,"売上高",,"",20000,1,10,4,"カード売上/"
2022/02/22,9411,"事業主貸",,"",21941,0,,,1113,"普通預金",1,"もみじ銀行",21941,0,,,"大同生命　保険料"
2022/02/22,1113,"普通預金",1,"もみじ銀行",300000,0,,,7118,"雑収入",,"",300000,0,40,0,"広島支援金センター　入金"
2022/02/22,1113,"普通預金",1,"もみじ銀行",19088,0,,,1111,"現金",,"",19088,0,,,"2/21　売上"
2022/02/22,1111,"現金",,"",13000,0,,,4111,"売上高",,"",13000,1,10,4,"現金売上"
2022/02/22,5211,"商品仕入高",,"",2098,1,10,5,1111,"現金",,"",2098,0,,,"フジグラン　仕入"
2022/02/22,5211,"商品仕入高",,"",1845,1,10,5,1111,"現金",,"",1845,0,,,"プロマート　仕入"
2022/02/22,5211,"商品仕入高",,"",383,1,10,4,1111,"現金",,"",383,0,,,"プロマート　仕入"
2022/02/22,1122,"売掛金",1,"カード",15000,0,,,4111,"売上高",,"",15000,1,10,4,"カード売上/"
2022/02/22,1122,"売掛金",1,"カード",5230,0,,,4111,"売上高",,"",5230,1,10,4,"カード売上/"
2022/02/22,1122,"売掛金",1,"カード",5230,0,,,4111,"売上高",,"",5230,1,10,4,"カード売上/"
2022/02/23,1111,"現金",,"",10000,0,,,4111,"売上高",,"",10000,1,10,4,"現金売上"
2022/02/24,6219,"水道光熱費",,"",42505,1,10,4,1113,"普通預金",1,"もみじ銀行",42505,0,,,"フォーバル電気　電気代"
2022/02/24,1156,"仮払金",,"",45000,0,,,1113,"普通預金",1,"もみじ銀行",45000,0,,,"フォーバル電気　違約金"
2022/02/24,1113,"普通預金",1,"もみじ銀行",8674,0,,,1111,"現金",,"",8674,0,,,"2/22　売上"
2022/02/24,1113,"普通預金",1,"もみじ銀行",10000,0,,,1111,"現金",,"",10000,0,,,"2/23　売上"
2022/02/24,1111,"現金",,"",19800,0,,,4111,"売上高",,"",19800,1,10,4,"現金売上"
2022/02/25,1113,"普通預金",1,"もみじ銀行",19800,0,,,1111,"現金",,"",19800,0,,,"2/24　売上"
2022/02/25,1113,"普通預金",2,"県信",60000,0,,,1113,"普通預金",1,"もみじ銀行",60000,0,,,"口座振替"
2022/02/25,1111,"現金",,"",55000,0,,,1113,"普通預金",1,"もみじ銀行",55000,0,,,"引出し"
2022/02/25,9411,"事業主貸",,"",235000,0,,,1113,"普通預金",1,"もみじ銀行",235000,0,,,"生活費"
2022/02/25,2212,"長期借入金",3,"広信900万",83500,0,,,1113,"普通預金",3,"広島信用金庫",83500,0,,,"広島信用金庫　借入金返済"
2022/02/25,7511,"支払利息",3,"広信@83,500",8832,0,30,0,1113,"普通預金",3,"広島信用金庫",8832,0,,,"広島信用金庫　支払利息"
2022/02/25,5211,"商品仕入高",,"",4309,1,10,5,1111,"現金",,"",4309,0,,,"豊島水産　仕入"
2022/02/25,6113,"広告宣伝費",,"",50650,1,10,4,1111,"現金",,"",50650,0,,,"リクルート　広告掲載料"
2022/02/25,1122,"売掛金",1,"カード",20000,0,,,4111,"売上高",,"",20000,1,10,4,"カード売上/"
2022/02/25,1122,"売掛金",1,"カード",26000,0,,,4111,"売上高",,"",26000,1,10,4,"カード売上/"
2022/02/26,1111,"現金",,"",82620,0,,,4111,"売上高",,"",82620,1,10,4,"現金売上"
2022/02/26,5211,"商品仕入高",,"",5281,1,10,5,1111,"現金",,"",5281,0,,,"豊島水産　仕入"
2022/02/26,5211,"商品仕入高",,"",1522,1,10,5,1111,"現金",,"",1522,0,,,"プロマート　仕入"
2022/02/26,5211,"商品仕入高",,"",578,1,10,5,1111,"現金",,"",578,0,,,"2/24  フジグラン　仕入"
2022/02/26,5211,"商品仕入高",,"",1700,1,10,5,1111,"現金",,"",1700,0,,,"フジグラン　仕入"
2022/02/26,1122,"売掛金",1,"カード",25000,0,,,4111,"売上高",,"",25000,1,10,4,"カード売上/"
2022/02/28,9411,"事業主貸",,"",525,0,,,1113,"普通預金",1,"もみじ銀行",525,0,,,"ソフトバンクモバイル（個人分）"
2022/02/28,6219,"水道光熱費",,"",2663,1,10,4,1113,"普通預金",1,"もみじ銀行",2663,0,,,"ハルエネ　電気代"
2022/02/28,6218,"通信費",,"",5368,1,10,4,1113,"普通預金",1,"もみじ銀行",5368,0,,,"ソフトバンク　電話代"
2022/02/28,6218,"通信費",,"",6510,1,10,4,1113,"普通預金",1,"もみじ銀行",6510,0,,,"スカパー　視聴料"
2022/02/28,9411,"事業主貸",,"",6962,0,,,1113,"普通預金",1,"もみじ銀行",6962,0,,,"ソフトバンクモバイル（個人分）"
2022/02/28,6113,"広告宣伝費",,"",11500,1,10,3,1113,"普通預金",1,"もみじ銀行",11500,0,,,"タイヘイ　HP（2019.6～）"
2022/02/28,6113,"広告宣伝費",,"",16300,1,10,3,1113,"普通預金",1,"もみじ銀行",16300,0,,,"ジャックス　HP（写真代"
2022/02/28,6113,"広告宣伝費",,"",17800,1,10,4,1113,"普通預金",1,"もみじ銀行",17800,0,,,"APアプラス　HP代"
2022/02/28,6228,"リース料",,"",23976,1,10,3,1113,"普通預金",1,"もみじ銀行",23976,0,,,"NS　三菱HBL　リース料"
2022/02/28,2212,"長期借入金",2,"公庫210万",26000,0,,,1113,"普通預金",1,"もみじ銀行",26000,0,,,"日本政策金融公庫　借入金返済"
2022/02/28,7511,"支払利息",2,"公庫@26,000",660,0,30,0,1113,"普通預金",1,"もみじ銀行",660,0,,,"日本政策金融公庫　支払利息"
2022/02/28,2212,"長期借入金",1,"公庫290万",36000,0,,,1113,"普通預金",1,"もみじ銀行",36000,0,,,"日本政策金融公庫　借入金返済"
2022/02/28,7511,"支払利息",1,"公庫@36,000",914,0,30,0,1113,"普通預金",1,"もみじ銀行",914,0,,,"日本政策金融公庫　支払利息"
2022/02/28,6231,"雑費",,"",51700,1,10,4,1113,"普通預金",1,"もみじ銀行",51700,0,,,"長谷川会計　顧問料・年末調整・法定調書"
2022/02/28,1113,"普通預金",1,"もみじ銀行",41,0,,,1111,"現金",,"",41,0,,,"2/25　売上"
2022/02/28,1113,"普通預金",1,"もみじ銀行",73539,0,,,1111,"現金",,"",73539,0,,,"2/26　売上"
2022/02/28,9411,"事業主貸",,"",1225,0,,,1113,"普通預金",2,"県信",1225,0,,,"NHK（個人使用分）"
2022/02/28,6224,"損害保険料",,"",6890,0,30,0,1113,"普通預金",2,"県信",6890,0,,,"三井住友海上火災保険　保険料"
2022/02/28,9411,"事業主貸",,"",21360,0,,,1113,"普通預金",2,"県信",21360,0,,,"三井住友海上火災保険　保険料（車）"
2022/02/28,9411,"事業主貸",,"",50200,0,,,1113,"普通預金",2,"県信",50200,0,,,"りそな決済（家賃）"
2022/02/28,6111,"給料賃金",,"",77794,0,40,0,2115,"未払費用",,"",77794,0,,,"従業員給与"
2022/02/28,5111,"期首棚卸高",,"",145040,0,40,0,5311,"期末棚卸高",,"",145040,0,40,0,"棚振替"
2022/02/28,6214,"減価償却費",,"",6800,0,40,0,1225,"減価償却累計額",,"",6800,0,,,"当月概算計上"
2022/02/28,5211,"商品仕入高",,"",11,1,10,4,2112,"買掛金",,"",11,0,,,"買掛金計上/㈱優侑ミート"
2022/02/28,5211,"商品仕入高",,"",20596,1,10,5,2112,"買掛金",,"",20596,0,,,"買掛金計上/㈱優侑ミート"
2022/02/28,5211,"商品仕入高",,"",16287,1,10,5,2112,"買掛金",,"",16287,0,,,"買掛金計上/住田㈱"
2022/02/28,5211,"商品仕入高",,"",40287,1,10,4,2112,"買掛金",,"",40287,0,,,"買掛金計上/住田㈱"
2022/02/28,6221,"租税公課",,"",0,0,40,0,2125,"未払消費税",,"",0,0,,,"消費税概算計上"
2022/02/28,6215,"地代家賃",,"",308000,1,10,4,2115,"未払費用",,"",308000,0,,,"名艸慶二　店舗家賃"
2022/03/01,1111,"現金",,"",30000,0,,,1113,"普通預金",1,"もみじ銀行",30000,0,,,"引出し"
2022/03/01,1111,"現金",,"",58020,0,,,4111,"売上高",,"",58020,1,10,4,"現金売上"
2022/03/01,5211,"商品仕入高",,"",1894,1,10,5,1111,"現金",,"",1894,0,,,"フジグラン　仕入"
2022/03/01,5211,"商品仕入高",,"",932,1,10,5,1111,"現金",,"",932,0,,,"2/28　フジグラン　仕入"
2022/03/01,6218,"通信費",,"",900,1,10,4,1111,"現金",,"",900,0,,,"日本郵便㈱　郵送代"
2022/03/01,5211,"商品仕入高",,"",15169,1,10,5,1111,"現金",,"",15169,0,,,"豊島水産　仕入"
2022/03/01,5211,"商品仕入高",,"",7486,1,10,5,1111,"現金",,"",7486,0,,,"西原商会　仕入"
2022/03/02,1113,"普通預金",1,"もみじ銀行",61639,0,,,1111,"現金",,"",61639,0,,,"3/1　売上"
2022/03/02,1111,"現金",,"",10000,0,,,4111,"売上高",,"",10000,1,10,4,"現金売上"
2022/03/03,6228,"リース料",,"",8100,1,10,3,1113,"普通預金",1,"もみじ銀行",8100,0,,,"SMTパナ　冷蔵庫リース"
2022/03/03,1113,"普通預金",1,"もみじ銀行",10000,0,,,1111,"現金",,"",10000,0,,,"3/2　売上"
2022/03/03,1111,"現金",,"",56460,0,,,4111,"売上高",,"",56460,1,10,4,"現金売上"
2022/03/03,5211,"商品仕入高",,"",587,1,10,5,1111,"現金",,"",587,0,,,"フジグラン　仕入"
2022/03/03,5211,"商品仕入高",,"",686,1,10,5,1111,"現金",,"",686,0,,,"フジグラン　仕入"
2022/03/03,1122,"売掛金",1,"カード",14740,0,,,4111,"売上高",,"",14740,1,10,4,"カード売上/JCB"
2022/03/04,1113,"普通預金",1,"もみじ銀行",55187,0,,,1111,"現金",,"",55187,0,,,"3/4　売上"
2022/03/04,1111,"現金",,"",340000,0,,,1113,"普通預金",1,"もみじ銀行",340000,0,,,"引出し"
2022/03/04,5211,"商品仕入高",,"",3758,1,10,5,1111,"現金",,"",3758,0,,,"豊島水産　仕入"
2022/03/04,5211,"商品仕入高",,"",4106,1,10,5,1111,"現金",,"",4106,0,,,"プロマート　仕入"
2022/03/04,6225,"消耗品費",,"",1624,1,10,4,1111,"現金",,"",1624,0,,,"ウォンツ　消耗品"
2022/03/04,6225,"消耗品費",,"",770,1,10,4,1111,"現金",,"",770,0,,,"ダイソー　消耗品"
